S	Spring 2017	BIOL 010 01	Biology	BIOL	010	01	Genetics	1	TTH 09:55am-11:10am	Science Center 104|Science Center 104	T|TH	09:55am|09:55am	SCI|SCI	104|104		Carone, D		CRN: 26187 ENR LIM: 24 CUR ENR: 24 DIST: NS, NSEP<br>Students must register for one lab section A or B below.	http://www.swarthmore.edu/cc_biology.xml#BIOL_010	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 010 A	Biology	BIOL	010	A	Genetics- Lab	0	M 01:15pm-04:15pm	Martin 307	M	01:15pm	MARTIN	307	LAB M 01:15pm MARTIN 307	Carone, D		CRN: 26188 ENR LIM: 12 CUR ENR: 12	http://www.swarthmore.edu/cc_biology.xml#BIOL_010	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 010 B	Biology	BIOL	010	B	Genetics- Lab	0	TH 01:15pm-04:15pm	Martin 307	TH	01:15pm	MARTIN	307	LAB TH 01:15pm MARTIN 307	Carone, D		CRN: 26189 ENR LIM: 12 CUR ENR: 12	http://www.swarthmore.edu/cc_biology.xml#BIOL_010	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 014 01	Biology	BIOL	014	01	Cell Biology	1	TTH 09:55am-11:10am,W 01:15pm-04:15pm	Martin 210|Martin 210|Martin 311	T|TH|W	09:55am|09:55am|01:15pm	MARTIN|MARTIN|MARTIN	210|210|311	LAB W 01:15pm MARTIN 311	Vallen, E		CRN: 26186 ENR LIM: 12 CUR ENR: 13 DIST: NS, NSEP	http://www.swarthmore.edu/cc_biology.xml#BIOL_014	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 022 01	Biology	BIOL	022	01	Neurobiology	1	MWF 11:30am-12:20pm	Science Center 105|Science Center 105|Science Center 105	M|W|F	11:30am|11:30am|11:30am	SCI|SCI|SCI	105|105|105		Siwicki, K		CRN: 20410 ENR LIM: 24 CUR ENR: 23 DIST: NS, NSEP<br>Students must register for one lab section A or B below.<br>Eligible for COGS program.	http://www.swarthmore.edu/cc_biology.xml#BIOL_022	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 022 A	Biology	BIOL	022	A	Neurobiology- Lab	0	W 01:15pm-04:15pm	Martin 218	W	01:15pm	MARTIN	218	LAB W 01:15pm MARTIN 218	Siwicki, K		CRN: 20411 ENR LIM: 12 CUR ENR: 11	http://www.swarthmore.edu/cc_biology.xml#BIOL_022	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 022 B	Biology	BIOL	022	B	Neurobiology- Lab	0	TH 01:15pm-04:15pm	Martin 218	TH	01:15pm	MARTIN	218	LAB TH 01:15pm MARTIN 218	Siwicki, K		CRN: 20412 ENR LIM: 12 CUR ENR: 12	http://www.swarthmore.edu/cc_biology.xml#BIOL_022	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 034 99B	Biology	BIOL	034	99B	BMC:Evolution	1										CRN: 26296  CUR ENR: 1 DIST: NS, NSEP	http://www.swarthmore.edu/cc_biology.xml#BIOL_034	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 037 01	Biology	BIOL	037	01	Conservation Biology	1	TTH 08:30am-09:45am	Science Center 104|Science Center 104	T|TH	08:30am|08:30am	SCI|SCI	104|104		Nichols, E		CRN: 26190 ENR LIM: 24 CUR ENR: 26 DIST: NS, NSEP<br>Students must register for one lab section A or B below.<br>Eligible for ENVS.	http://www.swarthmore.edu/cc_biology.xml#BIOL_037	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 037 A	Biology	BIOL	037	A	Conservation Biology- Lab	0	T 01:15pm-04:15pm	Martin 213	T	01:15pm	MARTIN	213	LAB T 01:15pm MARTIN 213	Nichols, E		CRN: 26191 ENR LIM: 12 CUR ENR: 11	http://www.swarthmore.edu/cc_biology.xml#BIOL_037	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 037 B	Biology	BIOL	037	B	Conservation Biology- Lab	0	W 01:15pm-04:15pm	Martin 213	W	01:15pm	MARTIN	213	LAB W 01:15pm MARTIN 213	Nichols, E		CRN: 26192 ENR LIM: 12 CUR ENR: 14	http://www.swarthmore.edu/cc_biology.xml#BIOL_037	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 068 01	Biology	BIOL	068	01	Bioinformatics	1	TTH 09:55am-11:10am	Science Center 199|Science Center 199	T|TH	09:55am|09:55am	SCI|SCI	199|199		Soni, A		CRN: 26138 ENR LIM: 50 CUR ENR: 5 DIST: NS, NSEP<br>Cross-listed with CPSC 068.<br>Students must register for one lab section A or B below.	http://www.swarthmore.edu/cc_biology.xml#BIOL_068	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 068 A	Biology	BIOL	068	A	Bioinformatics- Lab	0	M 01:15pm-02:45pm	Clothier 016	M	01:15pm	CLOTHR	016	LAB M 01:15pm CLOTHR 016	Soni, A		CRN: 26140 ENR LIM: 25 CUR ENR: 2	http://www.swarthmore.edu/cc_biology.xml#BIOL_068	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 068 B	Biology	BIOL	068	B	Bioinformatics- Lab	0	M 03:00pm-04:30pm	Clothier 016	M	03:00pm	CLOTHR	016	LAB M 03:00pm CLOTHR 016	Soni, A		CRN: 26142 ENR LIM: 25 CUR ENR: 3	http://www.swarthmore.edu/cc_biology.xml#BIOL_068	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 093 E	Biology	BIOL	093	E	Dir Rdg: Animal Physiology	.5								Carone, D		CRN: 25934 ENR LIM: 10 CUR ENR: 1	http://www.swarthmore.edu/cc_biology.xml#BIOL_093	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 093 I	Biology	BIOL	093	I	Dir Rdg:	1								Nichols, E|Merz, R		CRN: 25940 ENR LIM: 5 CUR ENR: 2	http://www.swarthmore.edu/cc_biology.xml#BIOL_093	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 093 L	Biology	BIOL	093	L	Dir Rdg: Cell Biology	1								Vallen, E		CRN: 25455 ENR LIM: 10 CUR ENR: 1<br>Credit range .5 – 1.	http://www.swarthmore.edu/cc_biology.xml#BIOL_093	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 093 P	Biology	BIOL	093	P	Dir Rdg:	1								Wilbanks, E		CRN: 26013 ENR LIM: 5 CUR ENR: 2<br>See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_biology.xml#BIOL_093	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 093 Q	Biology	BIOL	093	Q	Dir Rdg:	1								Jenkins, J		CRN: 24459 ENR LIM: 5 CUR ENR: 1<br>Meeting times to be arranged.	http://www.swarthmore.edu/cc_biology.xml#BIOL_093	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 094 B	Biology	BIOL	094	B	Research Project	.5								Davidson, B		CRN: 24462 ENR LIM: 10 CUR ENR: 1<br>Meeting times to be arranged.	http://www.swarthmore.edu/cc_biology.xml#BIOL_094	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 094 E	Biology	BIOL	094	E	Research Project	.5								Carone, D		CRN: 25052 ENR LIM: 5 CUR ENR: 2<br>See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_biology.xml#BIOL_094	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 094 J	Biology	BIOL	094	J	Research Project	.5								Nichols, E		CRN: 22761 ENR LIM: 10 CUR ENR: 1<br>Meeting times to be arranged.	http://www.swarthmore.edu/cc_biology.xml#BIOL_094	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 098 01	Biology	BIOL	098	01	Neuroscience Thesis	.5										CRN: 25989 ENR LIM: 5 CUR ENR: 0<br>See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_biology.xml#BIOL_098	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 098 K	Biology	BIOL	098	K	Neuroscience Thesis	1								Siwicki, K		CRN: 25747 ENR LIM: 10 CUR ENR: 1 DIST: NS	http://www.swarthmore.edu/cc_biology.xml#BIOL_098	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 112 A	Biology	BIOL	112	A	From Cells to Organs (1)	1	MW 01:15pm-04:15pm	Cornell Library 110|Cornell Library 110	M|W	01:15pm|01:15pm	CORNEL|CORNEL	110|110	SEM M 01:15pm CORNEL 110|SEM W 01:15pm CORNEL 110	Schottenfeld-Roames, J		CRN: 26193 ENR LIM: 12 CUR ENR: 8 DIST: NS, NSEP<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_biology.xml#BIOL_112	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 112 B	Biology	BIOL	112	B	From Cells to Organs (2)	1	MW 01:15pm-04:15pm	Cornell Library 110|Cornell Library 110	M|W	01:15pm|01:15pm	CORNEL|CORNEL	110|110		Schottenfeld-Roames, J		CRN: 26194 ENR LIM: 12 CUR ENR: 8 DIST: NS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_biology.xml#BIOL_112	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 124 A	Biology	BIOL	124	A	Hormones & Behavior (1)	1	MW 01:15pm-04:15pm	Martin 210|Martin 210	M|W	01:15pm|01:15pm	MARTIN|MARTIN	210|210	SEM M 01:15pm MARTIN 210|SEM W 01:15pm MARTIN 210	Hiebert  Burch, S		CRN: 26195 ENR LIM: 12 CUR ENR: 12 DIST: NS, NSEP<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_biology.xml#BIOL_124	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 124 B	Biology	BIOL	124	B	Hormones & Behavior (2)	1	MW 01:15pm-04:15pm	Martin 210|Martin 210	M|W	01:15pm|01:15pm	MARTIN|MARTIN	210|210		Hiebert  Burch, S		CRN: 26196 ENR LIM: 12 CUR ENR: 12 DIST: NS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_biology.xml#BIOL_124	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 125 A	Biology	BIOL	125	A	Development & Cancer (1)	1	TTH 01:15pm-04:15pm	Martin 210|Martin 210	T|TH	01:15pm|01:15pm	MARTIN|MARTIN	210|210	SEM T 01:15pm MARTIN 210|SEM TH 01:15pm MARTIN 210	Davidson, B		CRN: 26197 ENR LIM: 12 CUR ENR: 5 DIST: NS, NSEP<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_biology.xml#BIOL_125	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 125 B	Biology	BIOL	125	B	Development & Cancer (2)	1	TTH 01:15pm-04:15pm	Martin 210|Martin 210	T|TH	01:15pm|01:15pm	MARTIN|MARTIN	210|210		Davidson, B		CRN: 26198 ENR LIM: 12 CUR ENR: 5 DIST: NS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_biology.xml#BIOL_125	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 133 A	Biology	BIOL	133	A	Microbial Diversity (1)	1	TTH 01:15pm-04:15pm	Science Center 102|Science Center 102	T|TH	01:15pm|01:15pm	SCI|SCI	102|102	SEM T 01:15pm SCI 102|SEM TH 01:15pm SCI 102	Wilbanks, E		CRN: 26199 ENR LIM: 12 CUR ENR: 10 DIST: NS, NSEP	http://www.swarthmore.edu/cc_biology.xml#BIOL_133	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 133 B	Biology	BIOL	133	B	Microbial Diversity (2)	1	TTH 01:15pm-04:15pm	Science Center 102|Science Center 102	T|TH	01:15pm|01:15pm	SCI|SCI	102|102		Wilbanks, E		CRN: 26200 ENR LIM: 12 CUR ENR: 10 DIST: NS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_biology.xml#BIOL_133	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 180 01	Biology	BIOL	180	01	Senior Honors Thesis	1										CRN: 25756 ENR LIM: 5 CUR ENR: 0 DIST: NS<br>See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_biology.xml#BIOL_180	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 199 B	Biology	BIOL	199	B	Senior Honors Study	1								Davidson, B		CRN: 22710 ENR LIM: 15 CUR ENR: 1 DIST: NS	http://www.swarthmore.edu/cc_biology.xml#BIOL_199	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BIOL 199 K	Biology	BIOL	199	K	Senior Honors Study	1								Siwicki, K		CRN: 26346 ENR LIM: 5 CUR ENR: 2 DIST: NS	http://www.swarthmore.edu/cc_biology.xml#BIOL_199	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/biology.xml	Department Homepage
S	Spring 2017	BLST 093 01	Black Studies	BLST	093	01	Dir Rdg:	.5										CRN: 21156 ENR LIM: 5 CUR ENR: 0<br>Eligible for BLST program.<br>Credit range .5-1. See program Admin Asst to register.	http://www.swarthmore.edu/cc_blackstudies.xml#BLST_093	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/blackstudies.xml	Department Homepage
S	Spring 2017	CHEM 022 01	Chemistry	CHEM	022	01	Organic Chemistry I	1	MWF 09:30am-10:20am	Science Center 101|Science Center 101|Science Center 101	M|W|F	09:30am|09:30am|09:30am	SCI|SCI|SCI	101|101|101		Rablen, P		CRN: 20193 ENR LIM: 100 CUR ENR: 92 DIST: NS, NSEP<br>Register for 1 lab section A-F below.<br>Labs are limited to first come first served.	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_022	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 022 A	Chemistry	CHEM	022	A	Organic Chemistry I-Lab	0	M 01:00pm-02:30pm,M 02:31pm-04:30pm	Science Center 174,Science Center 181	M	02:31pm,01:00pm	SCI,SCI	174,181	LAB M 01:00pm SCI 181|LAB M 02:31pm SCI 174	Newport, M|Halley, D		CRN: 20195 ENR LIM: 18 CUR ENR: 18	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_022	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 022 B	Chemistry	CHEM	022	B	Organic Chemistry I-Lab	0	T 01:00pm-02:30pm,T 02:31pm-04:30pm	Science Center 174,Science Center 181	T	02:31pm,01:00pm	SCI,SCI	174,181	LAB T 01:00pm SCI 181|LAB T 02:31pm SCI 174	Graves, C|Sonntag, L		CRN: 20196 ENR LIM: 18 CUR ENR: 17	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_022	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 022 C	Chemistry	CHEM	022	C	Organic Chemistry I-Lab	0	W 01:00pm-02:30pm,W 02:31pm-04:30pm	Science Center 174,Science Center 181	W	02:31pm,01:00pm	SCI,SCI	174,181	LAB W 01:00pm SCI 181|LAB W 02:31pm SCI 174	Rablen, P|Halley, D		CRN: 20197 ENR LIM: 18 CUR ENR: 17	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_022	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 022 D	Chemistry	CHEM	022	D	Organic Chemistry I-Lab	0	TH 01:00pm-02:30pm,TH 02:31pm-04:30pm	Science Center 174,Science Center 181	TH	02:31pm,01:00pm	SCI,SCI	174,181	LAB TH 01:00pm SCI 181|LAB TH 02:31pm SCI 174	Newport, M|Sonntag, L		CRN: 20198 ENR LIM: 18 CUR ENR: 14	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_022	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 022 E	Chemistry	CHEM	022	E	Organic Chemistry I-Lab	0	F 01:00pm-02:30pm,F 02:31pm-04:30pm	Science Center 174,Science Center 181	F	02:31pm,01:00pm	SCI,SCI	174,181	LAB F 01:00pm SCI 181|LAB F 02:31pm SCI 174	Newport, M|Sonntag, L		CRN: 20199 ENR LIM: 14 CUR ENR: 12<br>If Collection is held, see Professor.	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_022	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 022 F	Chemistry	CHEM	022	F	Organic Chemistry I-Lab	0	TH 08:00am-09:45am,TH 09:46am-11:15am	Science Center 174,Science Center 183	TH	09:46am,08:00am	SCI,SCI	174,183	LAB TH 08:00am SCI 183|LAB TH 09:46am SCI 174	Newport, M|Sonntag, L		CRN: 22316 ENR LIM: 14 CUR ENR: 13	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_022	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 032 99B	Chemistry	CHEM	032	99B	BMC: Organic Chemistry II	1										CRN: 26003  CUR ENR: 7 DIST: NS, NSEP	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_032	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 032 99H	Chemistry	CHEM	032	99H	HAV:Organic Chemistry II	1										CRN: 26370  CUR ENR: 1 DIST: NS, NSEP	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_032	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 038 01	Chemistry	CHEM	038	01	Biological Chemistry	1	TTH 11:20am-12:35pm	Science Center 101|Science Center 101	T|TH	11:20am|11:20am	SCI|SCI	101|101		Porello, S		CRN: 20201 ENR LIM: 60 CUR ENR: 47 DIST: NS, NSEP<br>Students must register for one lab section A-E below.	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_038	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 038 A	Chemistry	CHEM	038	A	Biological Chemistry-Lab	0	M 01:00pm-02:30pm,M 02:31pm-04:30pm	Science Center 274,Science Center 264	M	02:31pm,01:00pm	SCI,SCI	274,264	LAB M 01:00pm SCI 264|LAB M 02:31pm SCI 274	Heck, V|Burkhard, C		CRN: 20202 ENR LIM: 12 CUR ENR: 9	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_038	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 038 B	Chemistry	CHEM	038	B	Biological Chemistry-Lab	0	T 01:00pm-02:30pm,T 02:31pm-04:30pm	Science Center 274,Science Center 264	T	02:31pm,01:00pm	SCI,SCI	274,264	LAB T 01:00pm SCI 264|LAB T 02:31pm SCI 274	Miller, S|Burkhard, C		CRN: 20203 ENR LIM: 12 CUR ENR: 9	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_038	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 038 C	Chemistry	CHEM	038	C	Biological Chemistry-Lab	0	W 01:00pm-02:30pm,W 02:31pm-04:30pm	Science Center 274,Science Center 264	W	02:31pm,01:00pm	SCI,SCI	274,264	LAB W 01:00pm SCI 264|LAB W 02:31pm SCI 274	Heck, V|Burkhard, C		CRN: 20204 ENR LIM: 12 CUR ENR: 10	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_038	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 038 D	Chemistry	CHEM	038	D	Biological Chemistry-Lab	0	TH 01:00pm-02:30pm,TH 02:31pm-04:30pm	Science Center 274,Science Center 264	TH	02:31pm,01:00pm	SCI,SCI	274,264	LAB TH 01:00pm SCI 264|LAB TH 02:31pm SCI 274	Miller, S|Burkhard, C		CRN: 20336 ENR LIM: 12 CUR ENR: 7	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_038	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 038 E	Chemistry	CHEM	038	E	Biological Chemistry-Lab	0	F 01:00pm-02:30pm,F 02:31pm-04:30pm	Science Center 274,Science Center 264	F	02:31pm,01:00pm	SCI,SCI	274,264	LAB F 01:00pm SCI 264|LAB F 02:31pm SCI 274	Porello, S|Burkhard, C		CRN: 22685 ENR LIM: 12 CUR ENR: 12<br>If Collection is held, see Professor.	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_038	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 055 01	Chemistry	CHEM	055	01	Physical Chem:Energy & Change	1	MWF 09:30am-10:20am	Science Center 183|Science Center 183|Science Center 183	M|W|F	09:30am|09:30am|09:30am	SCI|SCI|SCI	183|183|183		Wagner, K		CRN: 24872 ENR LIM: 18 CUR ENR: 16 DIST: NS	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_055	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 057 01	Chemistry	CHEM	057	01	Adv Integrated Exp Chem (W)	1	TH 01:00pm-02:30pm,TTH 01:00pm-04:30pm	Science Center 183,Science Center 277|Science Center 277	TH|T	01:00pm,01:00pm|01:00pm	SCI,SCI|SCI	183,277|277	LAB T 01:00pm SCI 277|LAB TH 01:00pm SCI 277	Riley, K|Yatsunyk, L		CRN: 24875 ENR LIM: 24 CUR ENR: 17 DIST: NS, NSEP, W	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_057	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 093 A	Chemistry	CHEM	093	A	Directed Reading	.5										CRN: 25740 ENR LIM: 10 CUR ENR: 0<br>Credit range .5-1. See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_093	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 094 02	Chemistry	CHEM	094	02	Research Project	.5								Graves, C		CRN: 25890 ENR LIM: 5 CUR ENR: 2<br>Credit range .5-1. See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_094	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 094 05	Chemistry	CHEM	094	05	Research Project	.5								Yatsunyk, L		CRN: 23011 ENR LIM: 5 CUR ENR: 5	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_094	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 096 01	Chemistry	CHEM	096	01	Research Thesis	1								Paley, R		CRN: 20213 ENR LIM: 5 CUR ENR: 2 DIST: NS<br>See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_096	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 096 03	Chemistry	CHEM	096	03	Research Thesis	1								Howard, K		CRN: 23102 ENR LIM: 5 CUR ENR: 1 DIST: NS	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_096	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
S	Spring 2017	CHEM 096 04	Chemistry	CHEM	096	04	Research Thesis	1								Miller, S		CRN: 23104 ENR LIM: 5 CUR ENR: 1 DIST: NS	http://www.swarthmore.edu/cc_chemistry.xml#CHEM_096	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/chemistry/	Department Homepage
